source_mat_id_orig,samp_description,tax_id,scientific_name,investigation_type,env_material,collection_date,sampling_event,sampl_person,sampl_person_orcid,tidal_stage,depth,replicate,samp_size_vol,time_fi,size_frac,size_frac_low,size_frac_up,membr_cut,samp_collect_device,samp_mat_process,samp_mat_process_dev,samp_store_date,samp_store_loc,samp_store_temp,store_person,store_person_orcid,other_person,other_person_orcid,long_store,ship_date,arr_hq_date,store_temp_hq,ship_date_seq,arr_date_seq,failure,failure_comment,ENA_accession_number_sample,source_material_id
EMO BON Bergen Wa 230821 3uM (blank),EMOBON metagenome water sample from station Bergen collected on 2023-08-21 size fraction 3-200um,32644,unidentified,metagenome,MilliQ water [ENVO:00003065],2023-08-21 00:00:00,Bergen_Wa_230821,David Rees,NA,no_tide,2,blank,10,fi,3-200,200,3,Y,Niskin,WaSOP1,NA,2023-08-21 00:00:00,BIO upright -80C freezer; top shelf in upper section,-80,David Rees,NA,NA,NA,,2023-09-19 00:00:00,2023-09-20 00:00:00,-70,NA,NA,NA,NA,NA,EMOBON_Bergen_Wa_230821_3um_blank
EMO BON Bergen Wa 230821 0.2uM (blank),EMOBON metagenome water sample from station Bergen collected on 2023-08-21 size fraction 0.2-3um,32644,unidentified,metagenome,MilliQ water [ENVO:00003065],2023-08-21 00:00:00,Bergen_Wa_230821,David Rees,NA,no_tide,2,blank,10,fi,0.2-3,3,0.2,Y,Niskin,WaSOP1,NA,2023-08-21 00:00:00,BIO upright -80C freezer; top shelf in upper section,-80,David Rees,NA,NA,NA,,2023-09-19 00:00:00,2023-09-20 00:00:00,-70,NA,NA,NA,NA,NA,EMOBON_Bergen_Wa_230821_0.2um_blank
EMO BON Bergen Wa 231025 3uM (1),EMOBON metagenome water sample from station Bergen collected on 2023-10-25 size fraction 3-200um,1874687,marine plankton metagenome,metagenome,seawater [ENVO:00002149]; coastal sea water [ENVO:00002150]; surface water [ENVO:00002042],2023-10-25 00:00:00,Bergen_Wa_231025,David Rees,NA,no_tide,2,1,10,fi,3-200,200,3,Y,Niskin,WaSOP1,NA,2023-10-25 00:00:00,BIO upright -80C freezer; top shelf in upper section,-80,David Rees,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,EMOBON_Bergen_Wa_231025_3um_1
EMO BON Bergen Wa 231025 3uM (2),EMOBON metagenome water sample from station Bergen collected on 2023-10-25 size fraction 3-200um,1874687,marine plankton metagenome,metagenome,seawater [ENVO:00002149]; coastal sea water [ENVO:00002150]; surface water [ENVO:00002042],2023-10-25 00:00:00,Bergen_Wa_231025,David Rees,NA,no_tide,2,2,10,fi,3-200,200,3,Y,Niskin,WaSOP1,NA,2023-10-25 00:00:00,BIO upright -80C freezer; top shelf in upper section,-80,David Rees,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,EMOBON_Bergen_Wa_231025_3um_2
EMO BON Bergen Wa 231025 0.2uM (1),EMOBON metagenome water sample from station Bergen collected on 2023-10-25 size fraction 0.2-3um,1874687,marine plankton metagenome,metagenome,seawater [ENVO:00002149]; coastal sea water [ENVO:00002150]; surface water [ENVO:00002042],2023-10-25 00:00:00,Bergen_Wa_231025,David Rees,NA,no_tide,2,1,10,fi,0.2-3,3,0.2,Y,Niskin,WaSOP1,NA,2023-10-25 00:00:00,BIO upright -80C freezer; top shelf in upper section,-80,David Rees,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,EMOBON_Bergen_Wa_231025_0.2um_1
EMO BON Bergen Wa 231025 0.2uM (2),EMOBON metagenome water sample from station Bergen collected on 2023-10-25 size fraction 0.2-3um,1874687,marine plankton metagenome,metagenome,seawater [ENVO:00002149]; coastal sea water [ENVO:00002150]; surface water [ENVO:00002042],2023-10-25 00:00:00,Bergen_Wa_231025,David Rees,NA,no_tide,2,2,10,fi,0.2-3,3,0.2,Y,Niskin,WaSOP1,NA,2023-10-25 00:00:00,BIO upright -80C freezer; top shelf in upper section,-80,David Rees,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,EMOBON_Bergen_Wa_231025_0.2um_2
EMO BON Bergen Wa 231025 3uM (3),EMOBON metagenome water sample from station Bergen collected on 2023-10-25 size fraction 3-200um,1874687,marine plankton metagenome,metagenome,seawater [ENVO:00002149]; coastal sea water [ENVO:00002150]; surface water [ENVO:00002042],2023-10-25 00:00:00,Bergen_Wa_231025,David Rees,NA,no_tide,2,3,10,fi,3-200,200,3,Y,Niskin,WaSOP1,NA,2023-10-25 00:00:00,BIO upright -80C freezer; top shelf in upper section,-80,David Rees,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,EMOBON_Bergen_Wa_231025_3um_3
EMO BON Bergen Wa 231025 3uM (4),EMOBON metagenome water sample from station Bergen collected on 2023-10-25 size fraction 3-200um,1874687,marine plankton metagenome,metagenome,seawater [ENVO:00002149]; coastal sea water [ENVO:00002150]; surface water [ENVO:00002042],2023-10-25 00:00:00,Bergen_Wa_231025,David Rees,NA,no_tide,2,4,10,fi,3-200,200,3,Y,Niskin,WaSOP1,NA,2023-10-25 00:00:00,BIO upright -80C freezer; top shelf in upper section,-80,David Rees,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,EMOBON_Bergen_Wa_231025_3um_4
EMO BON Bergen Wa 231025 0.2uM (3),EMOBON metagenome water sample from station Bergen collected on 2023-10-25 size fraction 0.2-3um,1874687,marine plankton metagenome,metagenome,seawater [ENVO:00002149]; coastal sea water [ENVO:00002150]; surface water [ENVO:00002042],2023-10-25 00:00:00,Bergen_Wa_231025,David Rees,NA,no_tide,2,3,10,fi,0.2-3,3,0.2,Y,Niskin,WaSOP1,NA,2023-10-25 00:00:00,BIO upright -80C freezer; top shelf in upper section,-80,David Rees,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,EMOBON_Bergen_Wa_231025_0.2um_3
EMO BON Bergen Wa 231025 0.2uM (4),EMOBON metagenome water sample from station Bergen collected on 2023-10-25 size fraction 0.2-3um,1874687,marine plankton metagenome,metagenome,seawater [ENVO:00002149]; coastal sea water [ENVO:00002150]; surface water [ENVO:00002042],2023-10-25 00:00:00,Bergen_Wa_231025,David Rees,NA,no_tide,2,4,10,fi,0.2-3,3,0.2,Y,Niskin,WaSOP1,NA,2023-10-25 00:00:00,BIO upright -80C freezer; top shelf in upper section,-80,David Rees,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,EMOBON_Bergen_Wa_231025_0.2um_4
EMO BON Bergen Wa 231025 3uM (blank),EMOBON metagenome water sample from station Bergen collected on 2023-10-25 size fraction 3-200um,32644,unidentified,metagenome,MilliQ water [ENVO:00003065],2023-10-25 00:00:00,Bergen_Wa_231025,David Rees,NA,no_tide,2,blank,10,fi,3-200,200,3,N,Niskin,WaSOP1,NA,2023-10-25 00:00:00,BIO upright -80C freezer; top shelf in upper section,-80,David Rees,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,EMOBON_Bergen_Wa_231025_3um_blank
EMO BON Bergen Wa 231025 0.2uM (blank),EMOBON metagenome water sample from station Bergen collected on 2023-10-25 size fraction 0.2-3um,32644,unidentified,metagenome,MilliQ water [ENVO:00003065],2023-10-25 00:00:00,Bergen_Wa_231025,David Rees,NA,no_tide,2,blank,10,fi,0.2-3,3,0.2,N,Niskin,WaSOP1,NA,2023-10-25 00:00:00,BIO upright -80C freezer; top shelf in upper section,-80,David Rees,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,EMOBON_Bergen_Wa_231025_0.2um_blank
EMO BON Bergen Wa 231218 3uM (1),EMOBON metagenome water sample from station Bergen collected on 2023-12-18 size fraction 3-200um,1874687,marine plankton metagenome,metagenome,seawater [ENVO:00002149]; coastal sea water [ENVO:00002150]; surface water [ENVO:00002042],2023-12-18 00:00:00,Bergen_Wa_231218,David Rees,NA,no_tide,2,1,10,fi,3-200,200,3,Y,Niskin,WaSOP1,NA,2023-12-18 00:00:00,BIO upright -80C freezer; top shelf in upper section,-80,David Rees,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,EMOBON_Bergen_Wa_231218_3um_1
EMO BON Bergen Wa 231218 3uM (2),EMOBON metagenome water sample from station Bergen collected on 2023-12-18 size fraction 3-200um,1874687,marine plankton metagenome,metagenome,seawater [ENVO:00002149]; coastal sea water [ENVO:00002150]; surface water [ENVO:00002042],2023-12-18 00:00:00,Bergen_Wa_231218,David Rees,NA,no_tide,2,2,10,fi,3-200,200,3,Y,Niskin,WaSOP1,NA,2023-12-18 00:00:00,BIO upright -80C freezer; top shelf in upper section,-80,David Rees,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,EMOBON_Bergen_Wa_231218_3um_2
EMO BON Bergen Wa 231218 0.2uM (1),EMOBON metagenome water sample from station Bergen collected on 2023-12-18 size fraction 0.2-3um,1874687,marine plankton metagenome,metagenome,seawater [ENVO:00002149]; coastal sea water [ENVO:00002150]; surface water [ENVO:00002042],2023-12-18 00:00:00,Bergen_Wa_231218,David Rees,NA,no_tide,2,1,10,fi,0.2-3,3,0.2,Y,Niskin,WaSOP1,NA,2023-12-18 00:00:00,BIO upright -80C freezer; top shelf in upper section,-80,David Rees,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,EMOBON_Bergen_Wa_231218_0.2um_1
EMO BON Bergen Wa 231218 0.2uM (2),EMOBON metagenome water sample from station Bergen collected on 2023-12-18 size fraction 0.2-3um,1874687,marine plankton metagenome,metagenome,seawater [ENVO:00002149]; coastal sea water [ENVO:00002150]; surface water [ENVO:00002042],2023-12-18 00:00:00,Bergen_Wa_231218,David Rees,NA,no_tide,2,2,10,fi,0.2-3,3,0.2,Y,Niskin,WaSOP1,NA,2023-12-18 00:00:00,BIO upright -80C freezer; top shelf in upper section,-80,David Rees,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,EMOBON_Bergen_Wa_231218_0.2um_2
EMO BON Bergen Wa 231218 3uM (3),EMOBON metagenome water sample from station Bergen collected on 2023-12-18 size fraction 3-200um,1874687,marine plankton metagenome,metagenome,seawater [ENVO:00002149]; coastal sea water [ENVO:00002150]; surface water [ENVO:00002042],2023-12-18 00:00:00,Bergen_Wa_231218,David Rees,NA,no_tide,2,3,10,fi,3-200,200,3,Y,Niskin,WaSOP1,NA,2023-12-18 00:00:00,BIO upright -80C freezer; top shelf in upper section,-80,David Rees,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,EMOBON_Bergen_Wa_231218_3um_3
EMO BON Bergen Wa 231218 3uM (4),EMOBON metagenome water sample from station Bergen collected on 2023-12-18 size fraction 3-200um,1874687,marine plankton metagenome,metagenome,seawater [ENVO:00002149]; coastal sea water [ENVO:00002150]; surface water [ENVO:00002042],2023-12-18 00:00:00,Bergen_Wa_231218,David Rees,NA,no_tide,2,4,10,fi,3-200,200,3,Y,Niskin,WaSOP1,NA,2023-12-18 00:00:00,BIO upright -80C freezer; top shelf in upper section,-80,David Rees,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,EMOBON_Bergen_Wa_231218_3um_4
EMO BON Bergen Wa 231218 0.2uM (3),EMOBON metagenome water sample from station Bergen collected on 2023-12-18 size fraction 0.2-3um,1874687,marine plankton metagenome,metagenome,seawater [ENVO:00002149]; coastal sea water [ENVO:00002150]; surface water [ENVO:00002042],2023-12-18 00:00:00,Bergen_Wa_231218,David Rees,NA,no_tide,2,3,10,fi,0.2-3,3,0.2,Y,Niskin,WaSOP1,NA,2023-12-18 00:00:00,BIO upright -80C freezer; top shelf in upper section,-80,David Rees,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,EMOBON_Bergen_Wa_231218_0.2um_3
EMO BON Bergen Wa 231218 0.2uM (4),EMOBON metagenome water sample from station Bergen collected on 2023-12-18 size fraction 0.2-3um,1874687,marine plankton metagenome,metagenome,seawater [ENVO:00002149]; coastal sea water [ENVO:00002150]; surface water [ENVO:00002042],2023-12-18 00:00:00,Bergen_Wa_231218,David Rees,NA,no_tide,2,4,10,fi,0.2-3,3,0.2,Y,Niskin,WaSOP1,NA,2023-12-18 00:00:00,BIO upright -80C freezer; top shelf in upper section,-80,David Rees,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,EMOBON_Bergen_Wa_231218_0.2um_4
EMO BON Bergen Wa 231218 3uM (blank),EMOBON metagenome water sample from station Bergen collected on 2023-12-18 size fraction 3-200um,1874687,marine plankton metagenome,metagenome,MilliQ water [ENVO:00003065],2023-12-18 00:00:00,Bergen_Wa_231218,David Rees,NA,no_tide,2,blank,10,fi,3-200,200,3,N,Niskin,WaSOP1,NA,2023-12-18 00:00:00,BIO upright -80C freezer; top shelf in upper section,-80,David Rees,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,
EMO BON Bergen Wa 231218 0.2uM (blank),EMOBON metagenome water sample from station Bergen collected on 2023-12-18 size fraction 0.2-3um,1874687,marine plankton metagenome,metagenome,MilliQ water [ENVO:00003065],2023-12-18 00:00:00,Bergen_Wa_231218,David Rees,NA,no_tide,2,blank,10,fi,0.2-3,3,0.2,N,Niskin,WaSOP1,NA,2023-12-18 00:00:00,BIO upright -80C freezer; top shelf in upper section,-80,David Rees,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,
,EMOBON  water sample from station Bergen collected on  size fraction um,1874687,marine plankton metagenome,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,EMOBON  water sample from station Bergen collected on  size fraction um,1874687,marine plankton metagenome,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,EMOBON  water sample from station Bergen collected on  size fraction um,1874687,marine plankton metagenome,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,EMOBON  water sample from station Bergen collected on  size fraction um,1874687,marine plankton metagenome,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,EMOBON  water sample from station Bergen collected on  size fraction um,1874687,marine plankton metagenome,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,EMOBON  water sample from station Bergen collected on  size fraction um,1874687,marine plankton metagenome,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,EMOBON  water sample from station Bergen collected on  size fraction um,1874687,marine plankton metagenome,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,EMOBON  water sample from station Bergen collected on  size fraction um,1874687,marine plankton metagenome,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,EMOBON  water sample from station Bergen collected on  size fraction um,1874687,marine plankton metagenome,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,EMOBON  water sample from station Bergen collected on  size fraction um,1874687,marine plankton metagenome,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,EMOBON  water sample from station Bergen collected on  size fraction um,1874687,marine plankton metagenome,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,EMOBON  water sample from station Bergen collected on  size fraction um,1874687,marine plankton metagenome,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,EMOBON  water sample from station Bergen collected on  size fraction um,1874687,marine plankton metagenome,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,EMOBON  water sample from station Bergen collected on  size fraction um,1874687,marine plankton metagenome,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,EMOBON  water sample from station Bergen collected on  size fraction um,1874687,marine plankton metagenome,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,EMOBON  water sample from station Bergen collected on  size fraction um,1874687,marine plankton metagenome,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,EMOBON  water sample from station Bergen collected on  size fraction um,1874687,marine plankton metagenome,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,EMOBON  water sample from station Bergen collected on  size fraction um,1874687,marine plankton metagenome,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,EMOBON  water sample from station Bergen collected on  size fraction um,1874687,marine plankton metagenome,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,EMOBON  water sample from station Bergen collected on  size fraction um,1874687,marine plankton metagenome,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,EMOBON  water sample from station Bergen collected on  size fraction um,1874687,marine plankton metagenome,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,EMOBON  water sample from station Bergen collected on  size fraction um,1874687,marine plankton metagenome,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,EMOBON  water sample from station Bergen collected on  size fraction um,1874687,marine plankton metagenome,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,EMOBON  water sample from station Bergen collected on  size fraction um,1874687,marine plankton metagenome,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,EMOBON  water sample from station Bergen collected on  size fraction um,1874687,marine plankton metagenome,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,EMOBON  water sample from station Bergen collected on  size fraction um,1874687,marine plankton metagenome,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,EMOBON  water sample from station Bergen collected on  size fraction um,1874687,marine plankton metagenome,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,EMOBON  water sample from station Bergen collected on  size fraction um,1874687,marine plankton metagenome,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,EMOBON  water sample from station Bergen collected on  size fraction um,1874687,marine plankton metagenome,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,EMOBON  water sample from station Bergen collected on  size fraction um,1874687,marine plankton metagenome,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,EMOBON  water sample from station Bergen collected on  size fraction um,1874687,marine plankton metagenome,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,EMOBON  water sample from station Bergen collected on  size fraction um,1874687,marine plankton metagenome,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,EMOBON  water sample from station Bergen collected on  size fraction um,1874687,marine plankton metagenome,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,EMOBON  water sample from station Bergen collected on  size fraction um,1874687,marine plankton metagenome,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,EMOBON  water sample from station Bergen collected on  size fraction um,1874687,marine plankton metagenome,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,EMOBON  water sample from station Bergen collected on  size fraction um,1874687,marine plankton metagenome,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,EMOBON  water sample from station Bergen collected on  size fraction um,1874687,marine plankton metagenome,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,EMOBON  water sample from station Bergen collected on  size fraction um,1874687,marine plankton metagenome,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,EMOBON  water sample from station Bergen collected on  size fraction um,1874687,marine plankton metagenome,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,EMOBON  water sample from station Bergen collected on  size fraction um,1874687,marine plankton metagenome,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,EMOBON  water sample from station Bergen collected on  size fraction um,1874687,marine plankton metagenome,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,EMOBON  water sample from station Bergen collected on  size fraction um,1874687,marine plankton metagenome,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,EMOBON  water sample from station Bergen collected on  size fraction um,1874687,marine plankton metagenome,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,EMOBON  water sample from station Bergen collected on  size fraction um,1874687,marine plankton metagenome,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,EMOBON  water sample from station Bergen collected on  size fraction um,1874687,marine plankton metagenome,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,EMOBON  water sample from station Bergen collected on  size fraction um,1874687,marine plankton metagenome,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,EMOBON  water sample from station Bergen collected on  size fraction um,1874687,marine plankton metagenome,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,EMOBON  water sample from station Bergen collected on  size fraction um,1874687,marine plankton metagenome,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,EMOBON  water sample from station Bergen collected on  size fraction um,1874687,marine plankton metagenome,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,EMOBON  water sample from station Bergen collected on  size fraction um,1874687,marine plankton metagenome,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,EMOBON  water sample from station Bergen collected on  size fraction um,1874687,marine plankton metagenome,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,EMOBON  water sample from station Bergen collected on  size fraction um,1874687,marine plankton metagenome,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,EMOBON  water sample from station Bergen collected on  size fraction um,1874687,marine plankton metagenome,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,EMOBON  water sample from station Bergen collected on  size fraction um,1874687,marine plankton metagenome,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,EMOBON  water sample from station Bergen collected on  size fraction um,1874687,marine plankton metagenome,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,EMOBON  water sample from station Bergen collected on  size fraction um,1874687,marine plankton metagenome,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,EMOBON  water sample from station Bergen collected on  size fraction um,1874687,marine plankton metagenome,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,EMOBON  water sample from station Bergen collected on  size fraction um,1874687,marine plankton metagenome,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,EMOBON  water sample from station Bergen collected on  size fraction um,1874687,marine plankton metagenome,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,EMOBON  water sample from station Bergen collected on  size fraction um,1874687,marine plankton metagenome,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,EMOBON  water sample from station Bergen collected on  size fraction um,1874687,marine plankton metagenome,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,EMOBON  water sample from station Bergen collected on  size fraction um,1874687,marine plankton metagenome,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,EMOBON  water sample from station Bergen collected on  size fraction um,1874687,marine plankton metagenome,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,EMOBON  water sample from station Bergen collected on  size fraction um,1874687,marine plankton metagenome,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,EMOBON  water sample from station Bergen collected on  size fraction um,1874687,marine plankton metagenome,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,EMOBON  water sample from station Bergen collected on  size fraction um,1874687,marine plankton metagenome,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,EMOBON  water sample from station Bergen collected on  size fraction um,1874687,marine plankton metagenome,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,EMOBON  water sample from station Bergen collected on  size fraction um,1874687,marine plankton metagenome,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,EMOBON  water sample from station Bergen collected on  size fraction um,1874687,marine plankton metagenome,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,EMOBON  water sample from station Bergen collected on  size fraction um,1874687,marine plankton metagenome,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,EMOBON  water sample from station Bergen collected on  size fraction um,1874687,marine plankton metagenome,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,EMOBON  water sample from station Bergen collected on  size fraction um,1874687,marine plankton metagenome,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,1874687,marine plankton metagenome,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,1874687,marine plankton metagenome,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,1874687,marine plankton metagenome,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,1874687,marine plankton metagenome,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,1874687,marine plankton metagenome,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,1874687,marine plankton metagenome,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,1874687,marine plankton metagenome,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,1874687,marine plankton metagenome,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,1874687,marine plankton metagenome,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,1874687,marine plankton metagenome,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,1874687,marine plankton metagenome,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,1874687,marine plankton metagenome,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,1874687,marine plankton metagenome,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,1874687,marine plankton metagenome,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,1874687,marine plankton metagenome,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,1874687,marine plankton metagenome,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,1874687,marine plankton metagenome,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,1874687,marine plankton metagenome,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,1874687,marine plankton metagenome,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,1874687,marine plankton metagenome,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,1874687,marine plankton metagenome,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,1874687,marine plankton metagenome,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,1874687,marine plankton metagenome,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,1874687,marine plankton metagenome,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,1874687,marine plankton metagenome,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,1874687,marine plankton metagenome,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,1874687,marine plankton metagenome,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,1874687,marine plankton metagenome,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,1874687,marine plankton metagenome,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,1874687,marine plankton metagenome,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,1874687,marine plankton metagenome,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,1874687,marine plankton metagenome,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,1874687,marine plankton metagenome,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,1874687,marine plankton metagenome,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,1874687,marine plankton metagenome,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,1874687,marine plankton metagenome,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,1874687,marine plankton metagenome,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
